order_item_id,order_id,product_id,quantity,unit_price,discount,total_price
OI000242,ORD08536,PRD01364,8,31208,5,237180
OI000243,ORD04387,PRD00038,2,17408,15,29593
OI000244,ORD08959,PRD00731,3,45854,15,116927
OI000245,ORD04399,PRD00955,7,25370,15,150951
OI000246,ORD03057,PRD01841,5,22161,15,94184
OI000247,ORD00295,PRD01438,6,11911,null,71466
OI000248,ORD05262,PRD01314,2,13144,5,24973
OI000249,ORD03296,PRD00995,4,43768,0,175072
OI000250,ORD06926,PRD01270,7,2903,15,17272
OI000251,ORD01238,PRD00330,1,33350,10,30015
OI000252,ORD04811,PRD01921,8,42541,null,340328
OI000253,ORD02048,PRD01471,5,19760,5,93860
OI000254,ORD04956,PRD01112,1,17010,10,15309
OI000255,ORD02188,PRD00185,8,27739,10,199720
OI000256,ORD03685,PRD01964,4,37629,10,135464
OI000257,ORD08412,PRD00633,5,46803,0,234015
OI000258,ORD07496,PRD01404,3,5478,5,15612
OI000259,ORD08958,PRD00303,8,7682,null,61456
OI000260,ORD09464,PRD00746,10,27017,10,243153
OI000261,ORD00108,PRD01196,7,25941,15,154348
OI000262,ORD05406,PRD01140,7,35272,15,209868
OI000263,ORD04189,PRD01794,2,3580,15,6086
OI000264,ORD06352,PRD00275,1,28293,10,25463
OI000265,ORD00424,PRD01001,10,40993,10,368937
OI000266,ORD00208,PRD01231,7,12239,0,85673
OI000267,ORD00897,PRD01970,6,30710,0,184260
OI000268,ORD07611,PRD01839,4,18139,0,72556
OI000269,ORD00174,PRD00076,4,27121,null,108484
OI000270,ORD03795,PRD00500,4,12584,15,42785
OI000271,ORD06893,PRD00922,5,43658,10,196461
OI000272,ORD07468,PRD01597,8,30233,null,241864
OI000273,ORD04781,PRD01072,3,17399,5,49587
OI000274,ORD00814,PRD00972,10,47328,15,402288
OI000275,ORD08810,PRD01844,10,3139,5,29820
OI000276,ORD00767,PRD01180,6,37832,0,226992
OI000277,ORD06172,PRD00883,4,49759,10,179132
OI000278,ORD09195,PRD00796,2,29811,15,50678
OI000279,ORD00384,PRD00949,3,34533,15,88059
OI000280,ORD02580,PRD00050,1,33877,5,32183
OI000281,ORD08503,PRD01165,6,37919,10,204762
OI000282,ORD02774,PRD01799,9,25925,0,233325
OI000283,ORD04039,PRD01171,4,30382,0,121528
OI000284,ORD09511,PRD01143,6,3860,0,23160
OI000285,ORD04527,PRD01612,8,24473,null,195784
OI000286,ORD02621,PRD00319,2,9059,5,17212
OI000287,ORD07089,PRD01586,8,1682,15,11437
OI000288,ORD01331,PRD00288,4,3109,0,12436
OI000289,ORD03913,PRD01313,5,1712,null,8560
OI000290,ORD08652,PRD00130,8,41859,0,334872
OI000291,ORD05051,PRD01388,6,21105,null,126630
OI000292,ORD07811,PRD01243,6,45678,15,232957
OI000293,ORD06761,PRD00644,8,32240,5,245024
OI000294,ORD05546,PRD00598,2,23951,5,45506
OI000295,ORD07919,PRD01369,6,18884,5,107638
OI000296,ORD01796,PRD00435,8,44573,15,303096
OI000297,ORD07273,PRD00264,5,31570,15,134172
OI000298,ORD02548,PRD00157,7,3417,null,23919
OI000299,ORD04115,PRD00923,3,15544,15,39637
OI000300,ORD08650,PRD00977,5,38394,5,182371
OI000301,ORD05836,PRD00938,4,12261,5,46591
OI000302,ORD03529,PRD01883,2,1971,0,3942
OI000303,ORD01645,PRD00967,8,25390,0,203120
OI000304,ORD03758,PRD01299,5,7956,15,33813
OI000305,ORD09252,PRD00784,9,903,5,7720
OI000306,ORD06189,PRD01149,3,32968,15,84068
OI000307,ORD08572,PRD00562,3,16808,10,45381
OI000308,ORD07829,PRD00945,3,38317,0,114951
OI000309,ORD07943,PRD00273,4,45524,15,154781
OI000310,ORD04055,PRD01913,8,47399,0,379192
OI000311,ORD01037,PRD01838,2,32513,0,65026
OI000312,ORD09038,PRD00659,4,33140,15,112676
OI000313,ORD01160,PRD00844,5,27855,0,139275
OI000314,ORD02526,PRD01842,10,36954,0,369540
OI000315,ORD01951,PRD01924,6,21427,null,128562
OI000316,ORD04059,PRD00871,6,10518,10,56797
OI000317,ORD02606,PRD01410,1,13891,5,13196
OI000318,ORD05952,PRD00371,3,27100,15,69105
OI000319,ORD06176,PRD00364,5,8330,10,37485
OI000320,ORD07636,PRD00743,2,4960,null,9920
OI000321,ORD02144,PRD00435,2,17039,null,34078
OI000322,ORD01578,PRD00200,9,49589,10,401670
OI000323,ORD08728,PRD00637,6,24455,15,124720
OI000324,ORD03912,PRD00627,2,4529,0,9058
OI000325,ORD02582,PRD00035,1,26306,5,24990
OI000326,ORD07349,PRD00437,4,41169,0,164676
OI000327,ORD05387,PRD00572,9,7136,0,64224
OI000328,ORD06331,PRD01875,1,29408,10,26467
OI000329,ORD00271,PRD01464,4,33627,10,121057
OI000330,ORD08124,PRD00836,1,32917,5,31271
OI000331,ORD04837,PRD00145,2,38268,null,76536
OI000332,ORD00465,PRD01062,10,7323,0,73230
OI000333,ORD02241,PRD00021,4,32344,null,129376
OI000334,ORD03264,PRD01576,4,15630,0,62520
OI000335,ORD03294,PRD00714,9,48479,10,392679
OI000336,ORD06722,PRD00832,2,32611,15,55438
OI000337,ORD07602,PRD01952,3,49580,5,141303
OI000338,ORD09023,PRD01976,8,34167,null,273336
OI000339,ORD05100,PRD01218,3,18165,0,54495
OI000340,ORD05442,PRD01915,7,5162,null,36134
OI000341,ORD08281,PRD00987,1,43967,5,41768
OI000342,ORD03994,PRD01589,1,46826,10,42143
OI000343,ORD01167,PRD00157,6,37232,0,223392
OI000344,ORD06614,PRD01529,1,25630,5,24348
OI000345,ORD08004,PRD01073,6,13624,10,73569
OI000346,ORD04425,PRD00791,9,21580,0,194220
OI000347,ORD01853,PRD01966,3,7431,15,18949
OI000348,ORD03633,PRD01455,10,7296,null,72960
OI000349,ORD01817,PRD00548,2,14572,null,29144
OI000350,ORD04886,PRD01432,4,16829,0,67316
OI000351,ORD00654,PRD01317,9,45361,15,347011
OI000352,ORD02338,PRD00994,2,14618,5,27774
OI000353,ORD08697,PRD01785,10,12200,0,122000
OI000354,ORD04055,PRD00725,10,6886,10,61974
OI000355,ORD01964,PRD01370,7,35488,0,248416
OI000356,ORD05147,PRD00533,5,6644,null,33220
OI000357,ORD02969,PRD00282,8,30723,null,245784
OI000358,ORD00243,PRD00975,10,22713,0,227130
OI000359,ORD05967,PRD01377,4,36577,5,138992
OI000360,ORD03957,PRD01870,5,33716,5,160151
OI000361,ORD04825,PRD00949,4,47225,5,179455
OI000362,ORD06535,PRD01262,7,44908,10,282920
OI000363,ORD07613,PRD00490,10,37328,0,373280
OI000364,ORD09835,PRD01761,7,32948,15,196040
OI000365,ORD02182,PRD00122,1,20444,5,19421
OI000366,ORD08793,PRD00150,10,28141,15,239198
OI000367,ORD02047,PRD00386,9,47939,15,366733
OI000368,ORD02599,PRD00737,10,22958,10,206622
OI000369,ORD00824,PRD01513,3,25502,10,68855
OI000370,ORD00204,PRD00846,4,11895,null,47580
OI000371,ORD04891,PRD00747,7,791,0,5537
OI000372,ORD07758,PRD01613,8,37125,15,252450
OI000373,ORD04738,PRD00648,2,41275,10,74295
OI000374,ORD07079,PRD01014,5,38320,0,191600
OI000375,ORD03483,PRD01120,2,40667,5,77267
OI000376,ORD09548,PRD01662,7,28860,0,202020
OI000377,ORD08343,PRD00606,4,15896,0,63584
OI000378,ORD02422,PRD00719,1,39127,5,37170
OI000379,ORD05123,PRD01017,8,27105,0,216840
OI000380,ORD03604,PRD01803,7,6858,10,43205
OI000381,ORD07056,PRD01721,3,29311,0,87933
OI000382,ORD04119,PRD00705,9,20492,5,175206
OI000383,ORD07129,PRD00349,5,33230,10,149535
OI000384,ORD02512,PRD00040,9,48226,0,434034
OI000385,ORD06571,PRD00891,6,44298,null,265788
OI000386,ORD01135,PRD01543,8,38502,0,308016
OI000387,ORD04113,PRD00333,4,49290,0,197160
OI000388,ORD07398,PRD00305,4,35861,10,129099
OI000389,ORD00821,PRD00489,5,41373,5,196521
OI000390,ORD08422,PRD00277,6,44719,5,254898
OI000391,ORD07947,PRD00180,1,46263,0,46263
OI000392,ORD07982,PRD00609,4,43157,5,163996
OI000393,ORD05791,PRD00657,4,27733,10,99838
OI000394,ORD00212,PRD01078,9,19286,5,164895
OI000395,ORD03745,PRD00783,10,30083,10,270747
OI000396,ORD03572,PRD01001,7,14393,15,85638
OI000397,ORD09164,PRD01285,9,18638,15,142580
OI000398,ORD03720,PRD01432,1,28331,0,28331
OI000399,ORD00191,PRD01147,1,26170,null,26170
OI000400,ORD03267,PRD00130,7,3504,null,24528
OI000401,ORD01201,PRD01156,6,41500,10,224100
OI000402,ORD02247,PRD00647,5,35741,0,178705
OI000403,ORD03546,PRD00078,2,15577,null,31154
OI000404,ORD08277,PRD01089,4,33928,5,128926
OI000405,ORD01954,PRD00457,1,6523,5,6196
OI000406,ORD09898,PRD01262,7,48646,5,323495
OI000407,ORD04323,PRD01520,5,3893,null,19465
OI000408,ORD04081,PRD00735,2,2160,0,4320
OI000409,ORD09855,PRD01373,4,22622,0,90488
OI000410,ORD05047,PRD00522,6,4465,15,22771
OI000411,ORD07631,PRD00298,4,37357,15,127013
OI000412,ORD03438,PRD00198,8,9556,0,76448
OI000413,ORD04888,PRD00877,3,17082,10,46121
OI000414,ORD02620,PRD00399,6,19913,10,107530
OI000415,ORD05130,PRD00909,10,12063,5,114598
OI000416,ORD03565,PRD01531,7,12728,null,89096
OI000417,ORD08191,PRD00922,3,26115,5,74427
OI000418,ORD09192,PRD01451,7,32809,10,206696
OI000419,ORD00455,PRD01487,5,8698,10,39141
OI000420,ORD01026,PRD00973,10,29250,0,292500
OI000421,ORD09170,PRD01557,4,29578,5,112396
OI000422,ORD08874,PRD01336,5,25656,0,128280
OI000423,ORD00761,PRD01321,3,43432,null,130296
OI000424,ORD08759,PRD00521,5,2941,15,12499
OI000425,ORD02809,PRD00148,2,34603,null,69206
OI000426,ORD04874,PRD00329,2,49798,0,99596
OI000427,ORD09908,PRD00821,5,33111,null,165555
OI000428,ORD01562,PRD00135,9,31375,null,282375
OI000429,ORD04821,PRD01403,4,34909,null,139636
OI000430,ORD05341,PRD00853,8,8742,10,62942
OI000431,ORD04105,PRD00260,10,21088,15,179248
OI000432,ORD09676,PRD00740,1,39224,0,39224
OI000433,ORD09682,PRD01892,1,45751,null,45751
OI000434,ORD03648,PRD01076,4,10618,10,38224
OI000435,ORD03693,PRD00841,6,45966,10,248216
OI000436,ORD05790,PRD00302,1,16658,0,16658
OI000437,ORD06698,PRD01439,3,12867,10,34740
OI000438,ORD04705,PRD00485,10,7503,10,67527
OI000439,ORD00026,PRD00059,6,21498,15,109639
OI000440,ORD07985,PRD01752,5,39321,5,186774
OI000441,ORD08112,PRD00522,4,23552,5,89497
OI000442,ORD06438,PRD01048,4,23258,10,83728
OI000443,ORD03829,PRD00357,2,8642,5,16419
OI000444,ORD00479,PRD00521,7,10347,0,72429
OI000445,ORD00607,PRD00069,3,7404,null,22212
OI000446,ORD05209,PRD00357,2,6595,0,13190
OI000447,ORD09883,PRD01387,1,27125,15,23056
OI000448,ORD05499,PRD00203,9,16638,5,142254
OI000449,ORD00811,PRD00737,7,9949,0,69643
OI000450,ORD00372,PRD01492,2,4988,5,9477
OI000451,ORD07178,PRD00780,6,18961,5,108077
OI000452,ORD09597,PRD00778,6,15666,15,79896
OI000453,ORD00709,PRD00333,9,42020,null,378180
OI000454,ORD07235,PRD01770,5,4597,null,22985
OI000455,ORD04254,PRD01396,9,19945,10,161554
OI000456,ORD02647,PRD00584,8,47353,10,340941
OI000457,ORD03445,PRD00151,4,31935,10,114966
OI000458,ORD05915,PRD01369,9,946,null,8514
OI000459,ORD07116,PRD01964,3,21629,15,55153
OI000460,ORD00399,PRD00763,10,42528,0,425280
OI000461,ORD04348,PRD00350,5,38052,0,190260
OI000462,ORD08285,PRD01170,6,39207,10,211717
OI000463,ORD08815,PRD00709,1,12201,15,10370
OI000464,ORD08691,PRD00910,2,6602,null,13204
OI000465,ORD07486,PRD01787,6,27465,null,164790
OI000466,ORD02090,PRD01005,7,27264,0,190848
OI000467,ORD03464,PRD00912,10,32196,null,321960
OI000468,ORD09178,PRD01846,5,12965,null,64825
OI000469,ORD02250,PRD01966,5,19513,0,97565
OI000470,ORD05979,PRD00432,5,38142,15,162103
OI000471,ORD06461,PRD00733,2,34724,5,65975
OI000472,ORD02583,PRD01060,8,34137,5,259441
OI000473,ORD05086,PRD00530,2,6614,0,13228
OI000474,ORD02318,PRD00066,1,12260,10,11034
OI000475,ORD01683,PRD00641,4,16868,null,67472
OI000476,ORD08938,PRD01800,8,30025,0,240200
OI000477,ORD03125,PRD00805,10,30428,10,273852
OI000478,ORD09564,PRD01691,1,48304,0,48304
OI000479,ORD04472,PRD00982,4,27519,5,104572
OI000480,ORD02443,PRD00589,4,39282,10,141415
OI000481,ORD03836,PRD00289,9,26863,null,241767
OI000482,ORD00262,PRD00493,8,40701,null,325608
OI000483,ORD03388,PRD01182,8,20953,0,167624
OI000484,ORD06193,PRD01584,8,32924,10,237052
OI000485,ORD07384,PRD00731,5,19203,0,96015
OI000486,ORD01530,PRD00705,8,18192,0,145536
OI000487,ORD02131,PRD00493,2,1486,null,2972
OI000488,ORD00695,PRD00788,4,40306,15,137040
OI000489,ORD06069,PRD00464,5,33285,0,166425
OI000490,ORD09901,PRD00218,10,20591,null,205910
OI000491,ORD04441,PRD00749,5,3194,10,14373
OI000492,ORD00214,PRD00824,5,6028,0,30140
OI000493,ORD09199,PRD00562,1,35097,15,29832
OI000494,ORD02812,PRD01745,9,38268,10,309970
OI000495,ORD05387,PRD00641,6,13808,10,74563
OI000496,ORD00178,PRD00317,6,24463,5,139439
OI000497,ORD06705,PRD01337,6,43776,null,262656
OI000498,ORD01590,PRD00309,3,15503,null,46509
OI000499,ORD08118,PRD01079,2,951,5,1806
OI000500,ORD06597,PRD00101,3,33830,null,101490
OI000501,ORD04342,PRD01339,7,39789,5,264596
OI000502,ORD09638,PRD01735,7,27285,5,181445
OI000503,ORD01428,PRD00031,2,14692,10,26445
OI000504,ORD04023,PRD01417,9,46068,5,393881
OI000505,ORD01197,PRD00823,2,33704,10,60667
OI000506,ORD09827,PRD01692,4,38018,0,152072
OI000507,ORD03154,PRD00400,6,13374,0,80244
OI000508,ORD05118,PRD00437,5,16730,null,83650
OI000509,ORD01353,PRD00131,7,44718,0,313026
OI000510,ORD08101,PRD01949,9,44872,10,363463
OI000511,ORD04268,PRD00080,8,34505,0,276040
OI000512,ORD09324,PRD00661,2,19040,5,36176
OI000513,ORD03113,PRD01588,10,22175,0,221750
OI000514,ORD01811,PRD00203,6,19088,0,114528
OI000515,ORD09140,PRD01591,9,19570,10,158517
OI000516,ORD02561,PRD01970,9,43520,5,372096
